ASASSN-V J000012.12+553554.6
HJD MAG MAG_ERR FLUX FLUX_ERR
2457243.92329 13.906 0.02325 10.505 0.225
2457227.93746 13.958 0.0236 10.017 0.217
2457274.96229 13.896 0.02319 10.602 0.226
2458343.91273 13.932 0.02304 10.851 0.23
2458082.75985 13.894 0.02318 10.621 0.226
2457992.94389 13.926 0.02338 10.314 0.222
2457979.91664 13.94 0.02309 10.771 0.229
2457736.76926 13.942 0.02349 10.167 0.22
2457674.85398 13.906 0.0229 11.112 0.234
2457663.9814 13.882 0.02311 10.743 0.228
2457613.93548 13.939 0.02308 10.787 0.229
2457575.02842 13.965 0.02365 9.95 0.216
2457327.88339 13.919 0.02334 10.381 0.223
2457584.00507 13.95 0.02315 10.674 0.227
2457558.0249 13.934 0.02344 10.24 0.221
2457045.71344 13.96 0.02321 10.578 0.226
2458325.94782 13.968 0.02326 10.495 0.225
2458047.79428 13.914 0.02294 11.038 0.233
2458014.05591 13.947 0.02313 10.701 0.228
2457328.92884 13.932 0.02304 10.852 0.23
2457179.09778 13.985 0.02379 9.768 0.214
2458011.03066 13.943 0.0235 10.16 0.22
2457970.92351 13.9 0.02286 11.179 0.235
2457363.83296 13.946 0.02312 10.716 0.228
2457011.74925 14.012 0.024 9.532 0.21
2458347.97494 13.963 0.02364 9.971 0.217
2458283.06944 13.948 0.02314 10.692 0.228
2458063.75163 13.943 0.02311 10.747 0.228
2457946.02454 13.914 0.0233 10.433 0.224
2457369.79 13.893 0.02283 11.245 0.236
2457194.05959 14.011 0.02354 10.088 0.219
2457046.71114 13.959 0.0232 10.582 0.226
2458060.73315 13.923 0.02299 10.944 0.231
2457238.05865 13.949 0.02354 10.097 0.219
2458258.11498 13.907 0.0229 11.1 0.234
2458076.85308 13.889 0.02315 10.678 0.227
2457656.92899 13.926 0.02301 10.916 0.231
2457319.74432 13.914 0.0233 10.431 0.224
2458287.05202 13.935 0.02306 10.822 0.23
2457037.71027 13.927 0.02339 10.306 0.222
2457011.76746 13.975 0.0233 10.433 0.224
2458248.11542 13.952 0.02356 10.073 0.218
2458036.92076 13.965 0.02324 10.523 0.225
2457958.04199 14.003 0.02349 10.161 0.22
2457758.72661 13.895 0.02284 11.225 0.236
2458072.70719 13.897 0.02285 11.211 0.236
2458020.93708 13.953 0.02317 10.647 0.227
2457977.94784 13.96 0.02361 9.997 0.217
2457966.98604 13.972 0.02329 10.455 0.224
2457901.11261 13.968 0.02326 10.495 0.225
2457759.7037 13.88 0.02309 10.766 0.229
2457305.9622 13.927 0.02301 10.906 0.231
2458322.93965 13.984 0.02379 9.775 0.214
2458017.96227 13.973 0.02329 10.445 0.224
2457344.74643 13.949 0.02354 10.101 0.219
2458334.10189 13.934 0.02344 10.238 0.221
2458325.92465 13.998 0.02389 9.658 0.212
2457909.08987 13.971 0.02369 9.901 0.216
2457694.9211 13.956 0.02319 10.614 0.226
2457313.9163 13.881 0.02276 11.375 0.238
2458037.9502 13.936 0.02307 10.808 0.229
2457997.90443 13.931 0.02342 10.27 0.221
2457307.82817 13.914 0.0233 10.43 0.224
2457183.04793 13.997 0.02388 9.661 0.212
2458025.85841 13.92 0.02334 10.373 0.223
2457720.82379 13.887 0.02314 10.689 0.228
2457653.011 13.916 0.02332 10.407 0.223
2457536.10958 13.909 0.02291 11.082 0.234
2457362.80172 13.918 0.02333 10.391 0.223
2457322.90846 13.9 0.02322 10.562 0.226
2458018.91208 13.939 0.02347 10.194 0.22
2457940.97916 13.957 0.02359 10.028 0.218
2457553.06599 13.915 0.02295 11.022 0.233
2457240.92231 13.946 0.02352 10.132 0.219
2457679.74383 13.982 0.02335 10.364 0.223
2457933.00198 13.934 0.02344 10.241 0.221
2457763.72085 13.927 0.02301 10.902 0.231
2457677.87053 13.937 0.02307 10.798 0.229
2457964.91537 13.948 0.02353 10.112 0.219
2457231.94547 13.99 0.0234 10.286 0.221
2457213.00409 13.936 0.02307 10.81 0.229
2457319.71772 13.903 0.02288 11.146 0.235
2458004.98229 13.963 0.02364 9.969 0.217
2457886.11276 13.997 0.02388 9.665 0.212
2457746.7375 13.94 0.02348 10.187 0.22
2457580.96406 13.92 0.02334 10.371 0.223
2457165.10749 13.989 0.02382 9.737 0.213
2457942.00204 13.971 0.02328 10.473 0.224
2457536.09086 13.936 0.02345 10.224 0.221
2457390.71364 13.929 0.0234 10.284 0.221
2457189.07718 13.983 0.02336 10.353 0.222
2457008.77503 13.989 0.0234 10.299 0.222
2457701.84614 13.958 0.0236 10.017 0.217
2457653.02211 13.926 0.02301 10.917 0.231
2457627.98105 13.956 0.02319 10.615 0.226
2457372.77527 13.902 0.02323 10.545 0.225
2458260.11183 13.903 0.02288 11.148 0.235
2457710.88364 13.937 0.02307 10.798 0.229
2457689.94287 13.931 0.02304 10.863 0.23
2457334.69343 13.862 0.02267 11.572 0.241
2457174.0798 13.948 0.02353 10.108 0.219
2458311.0178 13.983 0.02378 9.787 0.214
2458295.0347 14.008 0.02352 10.114 0.219
2458074.85712 13.911 0.02329 10.46 0.224
2457997.00528 13.958 0.0232 10.594 0.226
2457670.95111 13.91 0.02328 10.474 0.224
2457323.69702 13.887 0.0228 11.316 0.237
2458034.96751 14.0 0.02347 10.191 0.22
2457979.0839 13.98 0.02334 10.379 0.223
2457981.95365 13.961 0.02362 9.985 0.217
2457232.99489 13.933 0.02343 10.248 0.221
2457969.94355 13.957 0.02359 10.025 0.218
2457702.79631 13.932 0.02304 10.851 0.23
2457600.01273 13.94 0.02309 10.775 0.229
2457210.09093 13.966 0.02325 10.517 0.225
2458316.09378 14.008 0.02397 9.564 0.211
2457979.91987 13.944 0.0235 10.143 0.219
2457745.77258 13.978 0.02332 10.405 0.223
2457686.94702 13.903 0.02288 11.145 0.235
2457610.97433 13.945 0.02351 10.138 0.219
2457299.01186 13.967 0.02325 10.512 0.225
2457264.9305 13.974 0.02371 9.871 0.215
2458380.82293 13.912 0.02329 10.454 0.224
2458059.73359 13.966 0.02325 10.517 0.225
2457944.9683 13.912 0.02329 10.45 0.224
2457936.05206 13.976 0.02331 10.426 0.224
2457751.70089 13.964 0.02364 9.961 0.217
2457008.75639 13.983 0.02378 9.785 0.214
2457358.81534 13.926 0.02338 10.316 0.222
2457248.01971 13.945 0.02312 10.726 0.228
2458021.92974 13.945 0.02351 10.135 0.219
2457959.03037 13.999 0.0239 9.647 0.212
2457627.04224 13.964 0.02364 9.958 0.217
2457357.76738 13.926 0.02301 10.907 0.231
2458110.78505 13.908 0.02291 11.091 0.234
2457974.95287 13.931 0.02304 10.865 0.23
2457612.89143 13.956 0.02359 10.035 0.218
2457560.04532 13.923 0.02299 10.938 0.231
2457211.0358 13.949 0.02354 10.102 0.219
2457206.01675 13.979 0.02333 10.391 0.223
2458377.7668 13.968 0.02367 9.925 0.216
2458286.03429 13.931 0.02342 10.267 0.221
2457989.03913 13.924 0.02337 10.339 0.222
2457705.76851 13.933 0.02343 10.248 0.221
2457255.87925 13.937 0.02346 10.212 0.22
2458371.96836 13.963 0.02364 9.972 0.217
2458273.09315 14.016 0.02403 9.494 0.21
2458062.7287 13.889 0.02281 11.292 0.237
2457959.93522 13.969 0.02368 9.92 0.216
2457612.96975 13.977 0.02332 10.408 0.223
2457656.94007 13.946 0.02352 10.124 0.219
2457530.10759 13.947 0.02352 10.118 0.219
2457333.78082 13.855 0.02295 11.017 0.233
2458066.74903 13.936 0.02307 10.814 0.229
2457695.83291 13.904 0.02289 11.132 0.234
2457194.07876 13.941 0.02348 10.171 0.22
2458119.71081 13.96 0.02361 9.997 0.217
2457681.86953 13.9 0.02322 10.566 0.226
2458336.04484 14.004 0.0235 10.153 0.219
2458067.75066 13.93 0.02303 10.877 0.23
2458012.94989 13.973 0.02371 9.877 0.215
2457899.10882 14.015 0.02402 9.507 0.21
2457747.73402 13.913 0.0233 10.44 0.224
2458257.11835 13.927 0.02301 10.906 0.231
2458070.73475 13.932 0.02304 10.855 0.23
2457616.90026 13.962 0.02363 9.978 0.217
2457939.00949 13.941 0.02309 10.759 0.229
2457667.98293 13.877 0.02274 11.411 0.239
2457368.76492 13.929 0.0234 10.292 0.222
2457177.07617 13.975 0.0233 10.43 0.224
2457380.73337 13.914 0.0233 10.428 0.224
2458342.96953 13.902 0.02323 10.551 0.225
2458120.7041 13.949 0.02354 10.098 0.219
2458097.79612 13.914 0.0233 10.428 0.224
2457627.07645 13.964 0.02323 10.534 0.225
2457543.08647 13.923 0.02336 10.342 0.222
2457240.98225 13.927 0.02301 10.9 0.231
2458016.01318 13.963 0.02364 9.972 0.217
2457009.75131 14.006 0.02395 9.588 0.211
2457898.09736 14.018 0.02405 9.475 0.21
2457686.91272 13.9 0.02322 10.57 0.226
2457671.73221 13.927 0.02301 10.903 0.231
2457389.7867 13.971 0.02328 10.466 0.224
2457176.08239 14.039 0.02374 9.835 0.215
2457037.70792 13.884 0.02278 11.339 0.238
2458308.05495 13.983 0.02378 9.789 0.214
2457333.79256 13.875 0.02273 11.436 0.239
2458077.79116 13.907 0.0229 11.109 0.234
2457931.00256 13.989 0.02382 9.734 0.213
2457951.05811 14.006 0.02395 9.586 0.211
2457900.11812 14.131 0.02448 9.031 0.203
2457679.91845 13.994 0.02386 9.687 0.213
2457995.85828 13.929 0.02302 10.887 0.231
2457945.99016 13.956 0.02319 10.613 0.226
2457715.84028 13.942 0.02349 10.161 0.22
2457739.79893 13.901 0.02287 11.162 0.235
2457244.04707 13.871 0.02271 11.483 0.24
2457222.02611 13.985 0.02379 9.769 0.214
2458307.06909 13.976 0.02331 10.418 0.223
2458301.09028 14.018 0.02359 10.028 0.218
2458078.8628 13.916 0.02332 10.407 0.223
2458034.87623 13.963 0.02364 9.97 0.217
2457709.85703 13.938 0.02346 10.204 0.22
2457311.82426 13.906 0.02325 10.505 0.225
2458321.9606 13.714 0.02211 13.259 0.27
2457185.06704 13.962 0.02363 9.983 0.217
2457184.09883 13.953 0.02317 10.649 0.227
2458116.7768 13.888 0.0228 11.3 0.237
2457165.11028 13.958 0.0232 10.591 0.226
2457973.94979 13.953 0.02356 10.063 0.218
2457904.07719 13.963 0.02364 9.967 0.217
2457021.76336 13.99 0.0234 10.29 0.222
2458299.00609 13.923 0.02336 10.348 0.222
2457290.88007 13.951 0.02315 10.662 0.227
2457048.70924 13.938 0.02308 10.796 0.229
2457676.87106 13.957 0.02359 10.023 0.218
2457399.70973 13.943 0.02311 10.741 0.228
2458113.73583 13.95 0.02354 10.091 0.219
2457894.11965 13.985 0.02379 9.77 0.214
2457197.07899 13.917 0.02296 11.001 0.232
2457164.11379 13.996 0.02344 10.23 0.221
2458317.06393 14.003 0.02349 10.162 0.22
2458061.7059 13.912 0.02293 11.055 0.233
2457744.74441 13.929 0.0234 10.29 0.222
2457705.84238 13.957 0.02319 10.607 0.226
2457530.11209 13.904 0.02289 11.136 0.234
2457290.87239 13.933 0.02343 10.251 0.221
2457989.94921 13.95 0.02315 10.675 0.227
2457998.8362 13.933 0.02305 10.838 0.23
2457735.81327 13.951 0.02315 10.668 0.227
2457241.98236 13.907 0.02326 10.5 0.225
2457673.81511 13.927 0.02339 10.302 0.222
2457668.96741 13.88 0.02309 10.766 0.229
2457297.95516 13.919 0.02334 10.384 0.223
2458048.75876 13.938 0.02308 10.79 0.229
2457324.84165 13.967 0.02325 10.51 0.225
2457270.99384 13.907 0.02326 10.499 0.225
2458368.04148 13.921 0.02335 10.367 0.223
2458097.82743 13.965 0.02324 10.525 0.225
2457938.97911 13.946 0.02352 10.124 0.219
2457639.91296 13.952 0.02316 10.652 0.227
2457575.051 14.049 0.02382 9.742 0.213
2457275.81617 13.901 0.02322 10.554 0.225
2458029.90159 13.914 0.0233 10.432 0.224
2457714.80691 13.937 0.02307 10.805 0.229
2457549.07305 13.923 0.02336 10.342 0.222
