ASASSN-V J000000.21+611509.4
HJD MAG MAG_ERR FLUX FLUX_ERR
2457704.87232 12.015 0.02 60.354 1.111
2457687.92286 11.985 0.02 62.036 1.141
2457320.85834 12.007 0.02 60.774 1.118
2457946.03905 12.032 0.02 59.009 1.086
2457942.99825 12.017 0.02 60.234 1.108
2457756.71834 12.005 0.02 60.903 1.121
2457619.96947 12.015 0.02 59.987 1.104
2457619.0729 12.005 0.02 60.901 1.121
2458064.92926 12.018 0.02 59.783 1.1
2457616.87131 12.013 0.02 60.473 1.113
2457327.74437 12.006 0.02 60.846 1.12
2458291.02384 12.021 0.02 60.024 1.104
2457997.00862 12.024 0.02 59.882 1.102
2457745.78826 12.007 0.02 60.41 1.112
2458044.86252 12.005 0.02 60.935 1.121
2457696.95255 12.022 0.02 59.6 1.097
2458286.0666 12.017 0.02 60.27 1.109
2457631.04654 11.997 0.02 60.948 1.121
2457021.74327 12.012 0.02 60.131 1.106
2458022.00829 12.022 0.02 59.571 1.096
2457693.84807 11.993 0.02 61.566 1.133
2457380.7527 11.999 0.02 61.245 1.127
2457248.02507 11.993 0.02 61.183 1.126
2457008.77829 12.013 0.02 60.073 1.105
2458029.83262 12.034 0.02 58.914 1.084
2458014.90623 12.004 0.02 60.948 1.121
2457660.97316 12.008 0.02 60.755 1.118
2457652.86145 12.0 0.02 61.211 1.126
2457239.98528 12.051 0.02 58.39 1.074
2457656.95087 12.007 0.02 60.417 1.112
2457585.95558 12.002 0.02 61.074 1.124
2458293.01721 12.015 0.02 60.379 1.111
2458071.90297 12.059 0.02 57.61 1.06
2458022.88669 12.023 0.02 59.91 1.102
2457906.10778 12.102 0.02 55.364 1.019
2457536.11837 11.984 0.02 61.712 1.136
2457198.07297 12.037 0.02 58.768 1.081
2457198.02548 12.328 0.02 45.248 0.833
2457044.70503 12.005 0.02 60.498 1.113
2457948.08864 12.012 0.02 60.526 1.114
2457946.00952 12.151 0.02 53.253 0.98
2457930.04628 12.008 0.02 60.33 1.11
2458287.04804 12.024 0.02 59.464 1.094
2457324.8486 11.982 0.02 62.211 1.145
2457760.75656 12.018 0.02 59.775 1.1
2457688.89249 11.997 0.02 60.966 1.122
2457672.8998 12.014 0.02 60.423 1.112
2457596.96575 12.007 0.02 60.793 1.119
2457358.7675 12.021 0.02 59.626 1.097
2457151.12089 12.107 0.02 55.464 1.021
2457041.70395 12.005 0.02 60.531 1.114
2457709.82993 12.016 0.02 60.306 1.11
2457694.93983 11.994 0.02 61.164 1.125
2457680.92988 12.002 0.02 61.108 1.124
2457673.84928 12.008 0.02 60.337 1.11
2457369.74305 11.997 0.02 61.369 1.129
2457203.01047 12.001 0.02 61.132 1.125
2458306.0016 12.034 0.02 59.309 1.091
2457980.08279 12.07 0.02 57.356 1.055
2457912.06465 11.963 0.02 63.311 1.165
2458026.83885 12.023 0.02 59.896 1.102
2457996.97818 12.029 0.02 59.201 1.089
2457384.708 11.979 0.02 62.412 1.148
2457369.80152 11.995 0.02 61.099 1.124
2457223.00958 12.067 0.02 57.153 1.052
2458045.97962 11.976 0.02 62.18 1.144
2457981.02512 12.017 0.02 60.238 1.108
2457883.11583 12.016 0.02 60.312 1.11
2457385.77375 11.979 0.02 61.977 1.14
2457314.80323 12.007 0.02 60.388 1.111
2457043.70467 12.016 0.02 59.898 1.102
2458075.86008 11.985 0.02 62.047 1.142
2458010.82159 11.996 0.02 61.026 1.123
2457980.05164 12.011 0.02 60.184 1.107
2457660.97481 12.023 0.02 59.533 1.095
2457388.72483 12.023 0.02 59.896 1.102
2457231.95687 12.14 0.02 53.427 0.983
2458013.98243 12.007 0.02 60.423 1.112
2457911.07212 11.992 0.02 61.651 1.134
2457412.70647 12.016 0.02 59.901 1.102
2457290.85647 12.024 0.02 59.473 1.094
2457222.01628 11.986 0.02 62.011 1.141
2457012.77763 12.014 0.02 60.005 1.104
2457616.90311 11.986 0.02 61.6 1.133
2457247.01744 12.026 0.02 59.756 1.1
2457176.09183 12.127 0.02 54.093 0.995
2457904.0851 12.061 0.02 57.86 1.065
2457695.87836 12.0 0.02 61.209 1.126
2457040.71519 12.045 0.02 58.346 1.074
2457587.04961 12.08 0.02 56.478 1.039
2457746.74921 12.001 0.02 61.161 1.125
2457229.9587 12.025 0.02 59.42 1.093
2458078.88317 12.025 0.02 59.41 1.093
2457975.98201 12.03 0.02 59.533 1.095
2457697.89312 11.999 0.02 61.278 1.128
2458025.98648 12.022 0.02 59.599 1.097
2457939.01229 12.016 0.02 59.921 1.103
2457298.77756 12.024 0.02 59.869 1.102
2457049.70673 12.01 0.02 60.234 1.108
2457898.11331 11.973 0.02 62.316 1.147
2457625.96242 11.991 0.02 61.333 1.129
2457550.06931 11.991 0.02 61.7 1.135
2457532.11303 12.01 0.02 60.228 1.108
2458076.85673 11.997 0.02 61.379 1.129
2457680.95681 11.989 0.02 61.412 1.13
2457009.7748 12.049 0.02 58.142 1.07
2458262.11279 12.036 0.02 58.829 1.082
2458062.92381 12.015 0.02 59.94 1.103
2457342.8265 12.011 0.02 60.566 1.114
2457317.8794 12.019 0.02 60.111 1.106
2457297.95836 12.026 0.02 59.343 1.092
2458054.70786 12.005 0.02 60.519 1.114
2457194.02788 12.112 0.02 55.216 1.016
2458110.75849 12.064 0.02 57.701 1.062
2457370.81885 12.015 0.02 59.957 1.103
2457906.06646 12.012 0.02 60.499 1.113
2457602.03865 11.992 0.02 61.65 1.134
2457559.09953 11.977 0.02 62.483 1.15
2457277.97128 11.985 0.02 62.053 1.142
2457039.72038 12.024 0.02 59.497 1.095
2457011.74642 12.031 0.02 59.459 1.094
2458309.03134 12.017 0.02 60.217 1.108
2457744.75216 11.981 0.02 62.253 1.145
2457596.06672 12.008 0.02 60.381 1.111
2457008.75365 12.041 0.02 58.901 1.084
2457701.72736 12.016 0.02 59.885 1.102
2457669.88618 12.018 0.02 60.185 1.107
2457643.83592 11.986 0.02 61.572 1.133
2457975.99714 12.021 0.02 59.652 1.098
2457669.82087 12.043 0.02 58.45 1.075
2457958.96209 12.025 0.02 59.798 1.1
2457628.01076 11.992 0.02 61.663 1.135
2457236.0201 12.044 0.02 58.791 1.082
2458066.9188 12.001 0.02 60.758 1.118
2458019.998 12.031 0.02 59.489 1.095
2457309.85137 12.014 0.02 60.414 1.112
2457297.87689 12.015 0.02 60.343 1.11
2457185.08688 12.057 0.02 58.058 1.068
2457747.78429 12.001 0.02 60.723 1.117
2457609.00531 11.965 0.02 63.171 1.162
2457042.70431 12.023 0.02 59.552 1.096
2457690.91452 12.007 0.02 60.815 1.119
2457610.10697 12.014 0.02 60.01 1.104
2457169.09417 12.228 0.02 49.612 0.913
2458283.04155 12.007 0.02 60.813 1.119
2458253.11379 12.027 0.02 59.667 1.098
2457961.04061 12.032 0.02 59.038 1.086
2457319.69794 12.01 0.02 60.649 1.116
2457303.96267 11.994 0.02 61.113 1.124
2458312.03891 12.0 0.02 61.173 1.126
2458024.90011 12.002 0.02 60.689 1.117
2457715.8439 12.004 0.02 60.976 1.122
2457708.75317 12.019 0.02 59.719 1.099
2457305.90857 12.022 0.02 59.58 1.096
2457183.08909 12.109 0.02 54.98 1.012
2458012.03325 12.021 0.02 60.003 1.104
2457676.84375 11.996 0.02 61.427 1.13
2457574.02373 12.001 0.02 60.749 1.118
2458317.0132 12.007 0.02 60.821 1.119
2458053.7283 11.999 0.02 60.869 1.12
2458034.89029 12.013 0.02 60.083 1.106
2457909.0933 11.995 0.02 61.087 1.124
2457707.88753 12.014 0.02 60.005 1.104
2457579.04691 12.027 0.02 59.335 1.092
2457194.06569 12.108 0.02 55.061 1.013
2458091.81039 11.993 0.02 61.589 1.133
2457573.99784 12.023 0.02 59.932 1.103
2457391.75676 12.017 0.02 59.851 1.101
2457177.089 12.086 0.02 56.186 1.034
2457706.84074 12.021 0.02 59.997 1.104
2457362.84465 12.0 0.02 60.782 1.118
2457181.09545 12.23 0.02 49.533 0.911
2457704.70744 12.003 0.02 60.659 1.116
2457701.81527 12.012 0.02 60.513 1.113
2457612.90579 12.0 0.02 60.78 1.118
2457539.10738 11.983 0.02 62.177 1.144
2457207.06183 12.02 0.02 60.1 1.106
2457045.70498 12.02 0.02 60.053 1.105
2457970.96454 11.99 0.02 61.385 1.129
2457622.04824 12.022 0.02 59.979 1.104
2457589.97315 11.981 0.02 61.887 1.139
2457405.71721 12.005 0.02 60.541 1.114
2457189.06765 12.066 0.02 57.218 1.053
2458110.75138 12.049 0.02 58.143 1.07
2457319.70194 12.025 0.02 59.416 1.093
2457298.87098 12.017 0.02 59.846 1.101
2458004.9406 12.006 0.02 60.856 1.12
2457990.06971 12.02 0.02 59.666 1.098
2457721.85936 11.988 0.02 61.496 1.132
2457522.10972 11.997 0.02 61.364 1.129
2458059.8412 12.019 0.02 59.742 1.099
2457767.71888 11.992 0.02 61.275 1.127
2458067.76151 12.003 0.02 61.008 1.123
2457746.78466 11.985 0.02 61.636 1.134
2457639.05328 12.003 0.02 61.052 1.123
2457047.7091 12.013 0.02 60.05 1.105
2457933.03349 12.014 0.02 60.046 1.105
2457332.86529 12.01 0.02 60.661 1.116
2457288.91009 12.046 0.02 58.67 1.08
2458020.92549 12.039 0.02 59.027 1.086
2457251.894 12.039 0.02 59.018 1.086
2457241.99882 12.068 0.02 57.123 1.051
2458019.01794 12.042 0.02 58.87 1.083
2457538.11035 11.996 0.02 61.028 1.123
2457344.73283 12.012 0.02 60.12 1.106
2457273.93174 11.976 0.02 62.153 1.144
2457243.97796 12.025 0.02 59.402 1.093
2457009.7484 12.078 0.02 56.978 1.048
2457983.94414 12.05 0.02 58.041 1.068
2457272.09587 11.989 0.02 61.424 1.13
2458033.71406 12.031 0.02 59.482 1.094
2457935.0203 11.977 0.02 62.505 1.15
2457545.07605 12.027 0.02 59.291 1.091
2457256.0295 11.998 0.02 60.928 1.121
2457045.70832 12.003 0.02 60.607 1.115
2458049.96612 11.993 0.02 61.205 1.126
2457900.09828 12.017 0.02 60.223 1.108
2457751.72024 12.028 0.02 59.624 1.097
2457747.73799 11.994 0.02 61.521 1.132
2457357.76305 12.008 0.02 60.724 1.117
2457227.92823 12.036 0.02 59.175 1.089
2458306.0805 11.992 0.02 61.273 1.127
2458009.00886 12.043 0.02 58.44 1.075
2457889.11427 11.985 0.02 62.039 1.142
2457598.0439 12.024 0.02 59.881 1.102
2457205.02587 12.089 0.02 56.024 1.031
2458082.73699 12.024 0.02 59.492 1.095
2458056.7248 12.003 0.02 60.628 1.116
2457984.06536 11.988 0.02 61.869 1.138
2457881.12286 12.033 0.02 59.338 1.092
2457686.93506 11.993 0.02 61.166 1.125
2457612.93562 12.007 0.02 60.82 1.119
2457553.06973 12.006 0.02 60.485 1.113
2457531.09311 12.039 0.02 59.034 1.086
2457356.69868 12.015 0.02 59.982 1.104
2457215.96587 12.039 0.02 59.037 1.086
2457969.89743 12.003 0.02 61.004 1.122
2457958.03765 12.045 0.02 58.335 1.073
2457720.82946 12.001 0.02 61.134 1.125
2457676.78229 12.0 0.02 60.783 1.118
2457048.7064 12.002 0.02 60.693 1.117
2457904.11095 12.036 0.02 58.829 1.082
2457652.89645 12.008 0.02 60.351 1.11
2457915.0852 12.049 0.02 58.094 1.069
2457735.82481 11.989 0.02 61.407 1.13
2457670.91657 12.001 0.02 60.752 1.118
